lnhr,lnwg,kids,ageh,agesq,disab,id,year
7.698483,2.4501426,1,36,1296,0,128,1980
7.6760101,2.5185025,1,37,1369,0,128,1981
7.6760101,2.562639,1,38,1444,0,128,1982
7.436028,2.6004651,1,39,1521,0,128,1983
7.5600805,2.6333268,1,40,1600,0,128,1984
7.5559049,2.5907671,0,42,1764,0,128,1985
7.5600805,2.5771818,0,42,1764,0,128,1986
7.5585165,2.5764217,0,43,1849,0,128,1987
7.5229411,2.554899,0,44,1936,0,128,1988
8.1113281,2.3924258,3,48,2304,0,129,1979
7.9476786,2.3767645,1,49,2401,0,129,1980
7.668561,2.3887627,1,50,2500,0,129,1981
7.5847731,2.4087453,1,51,2601,0,129,1982
6.9565454,2.3617969,1,52,2704,0,129,1983
6.9565454,2.5687881,0,53,2809,0,129,1984
7.4283333,2.5695541,0,54,2916,0,129,1985
7.9010072,2.6261168,0,55,3025,0,129,1986
8.0090303,2.7027025,0,56,3136,0,129,1987
7.9211726,2.5152743,0,57,3249,1,129,1988
7.7702231,2.7719636,0,23,529,0,130,1979
5.5412636,2.810607,1,24,576,0,130,1980
7.8632669,2.5900171,2,24,576,0,130,1981
7.8438487,2.532903,2,25,625,0,130,1982
7.6496925,2.7219532,2,27,729,0,130,1983
7.8516612,2.8160074,2,27,729,0,130,1984
7.877018,2.627563,2,29,841,0,130,1985
7.8160138,2.6713862,2,29,841,0,130,1986
7.8119736,2.6383429,2,30,900,0,130,1987
8.0063677,2.5703194,2,32,1024,0,130,1988
7.640604,2.8237569,2,35,1225,0,131,1979
7.6294899,2.8836827,2,36,1296,0,131,1980
7.6255951,2.270062,2,37,1369,0,131,1981
7.6255951,2.2596776,2,38,1444,0,131,1982
7.6549172,2.7219532,2,39,1521,0,131,1983
7.6415644,2.7511096,2,40,1600,0,131,1984
7.7432699,2.6775911,2,41,1681,0,131,1985
7.7960582,2.5176964,2,42,1764,0,131,1986
7.6998425,2.8639138,2,43,1849,0,131,1987
7.5862961,2.70538,2,44,1936,0,131,1988
7.7811384,1.9444805,1,22,484,0,132,1979
7.6496925,2.0149031,1,23,529,0,132,1980
7.6596432,2.0856721,1,24,576,0,132,1981
6.6846118,2.8302679,2,25,625,0,132,1982
6.8906093,1.9878744,2,26,676,0,132,1983
7.7832241,2.2834022,4,27,729,0,132,1984
7.8107581,2.2813613,4,28,784,0,132,1985
7.8823147,2.2985771,4,29,841,0,132,1986
7.7972913,2.3997118,4,30,900,0,132,1987
7.9585767,2.0386195,4,31,961,0,132,1988
7.7832241,2.8237569,1,36,1296,0,133,1979
7.7549105,2.9386327,1,34,1156,0,133,1980
7.7424021,2.76001,1,38,1444,0,133,1981
7.6572828,2.9590683,1,39,1521,0,133,1982
7.7873821,2.7140322,1,40,1600,0,133,1983
7.785305,2.9210086,1,41,1681,0,133,1984
7.7630215,2.7153568,1,42,1764,0,133,1985
7.8038435,2.8997719,1,43,1849,0,133,1986
7.7997532,2.773838,1,44,1936,0,133,1987
7.7956467,2.4849067,1,45,2025,0,133,1988
7.58883,2.6210389,2,37,1369,0,134,1979
7.5928702,2.6100698,2,38,1444,0,134,1980
7.5600805,2.6397715,2,39,1521,0,134,1981
7.5347629,2.5930133,2,40,1600,0,134,1982
7.5087872,2.6122732,2,41,1681,0,134,1983
7.5175209,2.6581595,1,42,1764,0,134,1984
7.5304799,2.65956,1,43,1849,0,134,1985
7.5347629,2.656055,1,44,1936,0,134,1986
7.5218592,2.6546495,1,45,2025,0,134,1987
7.5390272,2.6333268,1,46,2116,0,134,1988
7.5600805,2.8769488,0,43,1849,0,135,1979
7.5642385,2.8831234,0,44,1936,0,135,1980
7.5806999,2.8791983,0,45,2025,0,135,1981
7.58883,2.9327924,0,46,2116,0,135,1982
7.5725031,2.8707356,0,47,2209,0,135,1983
7.5390272,2.9637256,0,48,2304,0,135,1984
7.5390272,3.0002222,0,49,2401,0,135,1985
7.5229411,3.0184717,0,50,2500,0,135,1986
7.5600805,3.0363944,0,51,2601,0,135,1987
7.5683794,3.0368743,0,52,2704,0,135,1988
7.8038435,2.8986704,3,44,1936,0,136,1979
7.7587605,2.7868614,3,45,2025,0,136,1980
7.6694951,2.7511096,2,46,2116,0,136,1981
7.6009026,2.8992214,2,47,2209,0,136,1982
7.6943927,2.373975,2,48,2304,0,136,1983
7.698483,2.7923913,2,50,2500,0,136,1984
7.698483,2.8616292,1,51,2601,0,136,1985
7.698483,2.7479117,1,52,2704,0,136,1986
7.698483,2.7985001,1,52,2704,0,136,1987
7.6943927,2.70538,1,53,2809,0,136,1988
7.5989003,2.6644466,2,22,484,0,137,1979
7.5847731,2.6630528,2,23,529,0,137,1980
7.5989003,2.5649493,2,24,576,0,137,1981
7.6029005,2.5907671,2,25,625,0,137,1982
6.4738908,2.6326079,2,26,676,0,137,1983
7.6601143,2.593761,2,27,729,0,137,1984
7.6108527,2.554899,2,28,784,0,137,1985
7.5938778,2.4723279,2,29,841,0,137,1986
7.6148052,2.4414771,2,30,900,0,137,1987
7.6534948,2.3025851,2,31,961,0,137,1988
7.6207051,2.7180004,1,22,484,0,138,1979
7.6009026,2.5930133,2,23,529,0,138,1980
7.6108527,2.7006898,2,24,576,0,138,1981
7.5657935,2.6844404,2,25,625,0,138,1982
7.6207051,2.5771818,3,26,676,0,138,1983
7.6496925,2.6318889,2,27,729,0,138,1984
7.6496925,2.5726123,2,28,784,0,138,1985
7.7106533,2.6100698,2,29,841,0,138,1986
7.6902862,2.532903,2,30,900,0,138,1987
7.698483,2.7536607,3,31,961,0,138,1988
8.1684866,2.7719636,0,30,900,0,139,1979
8.1362257,2.9204698,1,31,961,0,139,1980
8.140316,2.4756978,1,32,1024,0,139,1981
7.8991537,2.6404848,1,34,1156,0,139,1982
7.8991537,2.9370434,1,34,1156,0,139,1983
8.0063677,2.5063419,1,35,1225,0,139,1984
8.2295113,2.4621496,2,36,1296,0,139,1985
7.986165,2.4078455,2,37,1369,0,139,1986
8.403801,2.0162356,2,38,1444,0,139,1987
8.0762043,3.2378938,2,39,1521,0,139,1988
8.0646362,2.3664985,2,34,1156,0,140,1979
8.1001616,2.4024305,2,35,1225,0,140,1980
7.6157908,2.7258902,2,36,1296,0,140,1981
7.742836,2.8644841,2,37,1369,0,140,1982
7.6381984,2.8243506,2,38,1444,0,140,1983
7.7345591,2.8195915,1,39,1521,0,140,1984
7.7160153,2.8570447,1,40,1600,0,140,1985
7.8728361,2.7880929,1,41,1681,0,140,1986
7.8383431,2.8243506,0,42,1764,0,140,1987
7.8617272,2.783776,0,43,1849,0,140,1988
7.6694951,2.0255132,2,39,1521,0,141,1979
7.6492162,2.1505988,1,40,1600,0,141,1980
7.700748,2.1690538,1,41,1681,0,141,1981
7.698483,2.1517622,1,42,1764,0,141,1982
7.6778636,2.1644719,0,42,1764,0,141,1983
7.6211953,2.1656194,0,44,1936,0,141,1984
7.6048946,2.1770217,0,45,2025,0,141,1985
7.5683794,2.1882958,0,46,2116,0,141,1986
7.5559049,2.1871743,0,47,2209,0,141,1987
7.6172676,2.1758876,0,48,2304,0,141,1988
7.5806999,2.5360749,0,28,784,1,142,1979
7.8119736,2.6041701,0,29,841,0,142,1980
7.7873821,2.4815679,1,30,900,0,142,1981
7.6962128,2.8160074,1,31,961,1,142,1982
7.7977018,2.7763317,1,32,1024,1,142,1983
7.8909569,2.6130066,1,33,1089,1,142,1984
8.0455885,2.817801,1,35,1225,0,142,1985
7.6870804,2.7656901,1,36,1296,1,142,1986
7.8280382,2.6404848,2,36,1296,1,142,1987
7.7752757,2.6796508,2,38,1444,1,142,1988
7.6568103,2.8237569,3,36,1296,0,143,1979
7.9120569,2.8449094,3,37,1369,0,143,1980
7.6415644,2.7936161,3,38,1444,0,143,1981
7.6610565,2.8045719,3,39,1521,0,143,1982
7.5766096,2.7612751,3,40,1600,0,143,1983
7.5812097,2.7874773,3,41,1681,0,143,1984
7.5496092,2.783776,3,42,1764,0,143,1985
7.6207051,2.8045719,3,43,1849,0,143,1986
7.0139155,2.7093828,3,44,1936,1,143,1987
7.5559049,2.7644305,3,45,2025,1,143,1988
7.7727528,2.6026897,1,30,900,0,144,1979
7.6048946,2.4638531,1,32,1024,0,144,1980
8.0110235,2.442347,1,32,1024,1,144,1981
7.6861625,2.5533438,2,33,1089,0,144,1982
7.6662221,2.4989738,2,34,1156,0,144,1983
7.6943927,2.2396452,2,35,1225,0,144,1984
7.6401234,2.2772672,2,37,1369,0,144,1985
7.6207051,2.0869136,2,38,1444,0,144,1986
7.6652846,2.0554049,2,39,1521,1,144,1987
7.6294899,2.1972246,2,40,1600,0,144,1988
7.6211953,2.4849067,1,30,900,0,145,1979
7.5953875,2.4765384,1,31,961,0,145,1980
7.3727465,2.5564518,1,32,1024,0,145,1981
7.4012313,2.4484155,1,33,1089,0,145,1982
7.426549,2.5384474,1,34,1156,0,145,1983
7.698483,2.5095992,1,35,1225,0,145,1984
7.7204618,2.5344901,1,36,1296,0,145,1985
7.6294899,2.5265284,1,37,1369,0,145,1986
7.6172676,2.4570215,1,38,1444,1,145,1987
7.6088705,2.3978953,1,39,1521,0,145,1988
7.8038435,3.4111476,1,44,1936,0,146,1979
7.8038435,2.7440608,1,45,2025,0,146,1980
7.8038435,2.8414149,1,46,2116,0,146,1981
7.8038435,3.0440462,1,47,2209,0,146,1982
7.9010072,3.3741686,1,48,2304,0,146,1983
7.7630215,3.3672957,0,49,2401,0,146,1984
7.8038435,3.6163087,0,50,2500,0,146,1985
7.698483,3.6206007,0,51,2601,0,146,1986
7.8240461,3.4028625,0,52,2704,0,146,1987
7.9655457,3.6496186,0,53,2809,0,146,1988
7.5678625,2.6100698,1,47,2209,1,147,1979
7.6128311,2.6602595,0,47,2209,1,147,1980
7.6449194,2.6885276,0,48,2304,1,147,1981
7.6128311,2.6369121,0,49,2401,1,147,1982
7.5175209,2.6383429,0,50,2500,1,147,1983
7.495542,2.7212954,0,51,2601,1,147,1984
7.6487398,2.7491922,0,53,2809,1,147,1985
7.436028,2.6713862,0,53,2809,1,147,1986
7.4910874,2.7093828,0,54,2916,1,147,1987
7.5175209,2.7013612,0,55,3025,1,147,1988
7.7297354,2.9188511,2,33,1089,0,148,1979
7.7480288,2.8332133,2,34,1156,0,148,1980
7.704812,2.9301264,2,35,1225,0,148,1981
7.8539929,2.8558953,2,36,1296,0,148,1982
8.0680895,2.9402196,2,37,1369,0,148,1983
7.8894591,3.092859,2,38,1444,0,148,1984
8.0693426,3.0368743,2,39,1521,0,148,1985
8.0715313,2.9637256,2,40,1600,0,148,1986
7.9193563,3.0007198,1,41,1681,0,148,1987
7.8135915,3.2092295,1,43,1849,0,148,1988
7.63868,1.9169227,0,46,2116,1,149,1979
7.6381984,1.9823799,0,47,2209,1,149,1980
7.6053925,1.9459101,0,48,2304,1,149,1981
7.6009026,1.975469,0,49,2401,1,149,1982
7.6207051,2.1306098,0,50,2500,1,149,1983
7.5883236,2.0831845,0,51,2601,1,149,1984
7.6152983,2.084429,0,52,2704,1,149,1985
7.5847731,2.0856721,0,53,2809,1,149,1986
7.5806999,2.1400661,0,54,2916,1,149,1987
7.4024515,2.0992441,0,55,3025,1,149,1988
7.7119966,3.1527359,0,49,2401,0,150,1979
7.7579064,3.0731561,0,50,2500,0,150,1980
7.621685,3.1742969,0,51,2601,0,150,1981
7.616776,3.1688449,0,52,2704,0,150,1982
7.6068845,3.2756341,0,53,2809,0,150,1983
7.6009026,3.2619352,0,54,2916,0,150,1984
7.5913572,3.3116374,0,55,3025,0,150,1985
7.5862961,3.3134584,0,56,3136,0,150,1986
7.6009026,3.2596338,0,57,3249,0,150,1987
7.6108527,3.2530839,0,58,3364,0,150,1988
6.2045579,2.6311691,0,23,529,0,151,1979
7.5559049,2.725235,0,24,576,0,151,1980
7.4730692,2.8009331,0,25,625,0,151,1981
7.5847731,2.8237569,1,26,676,0,151,1982
7.6294899,2.7688317,1,27,729,0,151,1983
7.621685,2.8763855,2,28,784,0,151,1984
7.6255951,2.8791983,2,29,841,0,151,1985
7.5928702,2.9306602,3,30,900,0,151,1986
7.5806999,2.9642415,3,31,961,0,151,1987
7.58883,2.9841657,3,32,1024,0,151,1988
7.791523,3.3541057,1,36,1296,0,152,1979
7.8160138,3.3799739,1,37,1369,0,152,1980
7.7935867,3.1888289,1,38,1444,0,152,1981
7.7790484,3.2367158,1,39,1521,0,152,1982
7.7621708,3.2869081,1,40,1600,0,152,1983
7.6824822,3.2924979,1,41,1681,0,152,1984
7.9655457,3.1054831,2,42,1764,0,152,1985
7.8139958,3.3311324,2,43,1849,0,152,1986
7.7790484,3.333632,2,44,1936,1,152,1987
7.6439619,3.4672971,2,45,2025,1,152,1988
7.673223,2.1306098,4,38,1444,0,153,1979
7.673223,2.1222615,4,39,1521,0,153,1980
7.7146773,2.2082744,4,40,1600,0,153,1981
7.6610565,2.0425181,4,41,1681,0,153,1982
5.7170277,1.6311995,4,42,1764,0,153,1983
6.9847164,1.6900958,4,43,1849,0,153,1984
7.4121604,1.9657128,3,44,1936,0,153,1985
6.9772816,2.0175662,2,45,2025,0,153,1986
7.6362696,1.9865035,2,46,2116,1,153,1987
7.4500794,2.0149031,1,47,2209,1,153,1988
7.5390272,2.511224,0,37,1369,0,154,1979
7.3827462,2.6686161,0,38,1444,0,154,1980
7.436028,2.6720777,0,39,1521,0,154,1981
5.3752785,2.4492795,0,40,1600,1,154,1982
5.6347895,2.3942523,0,41,1681,0,154,1983
7.0352688,2.4790564,0,42,1764,1,154,1984
7.5928702,2.6041701,0,43,1849,0,154,1985
7.5390272,2.6253929,0,44,1936,0,154,1986
7.5304799,2.6056483,0,45,2025,1,154,1987
7.1608458,2.6741486,0,46,2116,1,154,1988
7.5908523,2.5225234,0,46,2116,1,155,1979
7.6048946,2.4638531,0,48,2304,0,155,1980
7.5837564,2.4765384,0,48,2304,0,155,1981
7.5175209,2.4731715,0,50,2500,0,155,1982
7.6824822,2.447551,0,50,2500,0,155,1983
7.714231,2.5463152,0,52,2704,0,155,1984
7.5806999,2.5517862,0,53,2809,0,155,1985
7.5683794,2.6041701,0,54,2916,0,155,1986
7.5600805,2.3924258,0,55,3025,1,155,1987
7.6401234,2.6686161,0,55,3025,1,155,1988
6.8416157,2.4176979,2,26,676,1,156,1979
7.6962128,2.0451088,2,27,729,1,156,1980
7.6889133,1.9459101,3,27,729,1,156,1981
7.6425242,1.8609746,2,28,784,0,156,1982
7.8860812,1.5830939,2,30,900,0,156,1983
7.8497138,1.798404,2,31,961,0,156,1984
7.8632669,1.7578579,2,32,1024,0,156,1985
7.6962128,1.9810015,2,33,1089,0,156,1986
7.6638775,2.0554049,2,34,1156,0,156,1987
7.6496925,1.8453002,2,35,1225,0,156,1988
7.5304799,2.5360749,1,42,1764,0,157,1979
7.6838641,2.5144653,0,42,1764,0,157,1980
7.5432734,2.4824035,0,43,1849,0,157,1981
7.7450027,2.4595888,0,44,1936,0,157,1982
7.495542,2.4989738,0,45,2025,0,157,1983
7.5847731,2.5463152,0,46,2116,0,157,1984
7.5559049,2.5517862,0,47,2209,0,157,1985
7.58883,2.5580022,0,49,2401,0,157,1986
7.5928702,2.6041701,0,49,2401,1,157,1987
7.6328855,2.6347623,0,50,2500,1,157,1988
7.5559049,2.9188511,0,27,729,0,158,1979
7.6128311,2.8332133,1,28,784,0,158,1980
7.5668283,3.0111134,1,29,841,0,158,1981
7.5087872,3.0238338,2,30,900,0,158,1982
7.5087872,3.0582376,2,31,961,0,158,1983
7.4877338,3.092859,2,32,1024,0,158,1984
7.4442487,3.154444,2,33,1089,0,158,1985
7.518064,3.1970391,2,34,1156,0,158,1986
7.5261788,3.13201,2,35,1225,0,158,1987
7.5475016,3.1797192,2,36,1296,0,158,1988
7.698483,2.8724341,0,30,900,0,159,1979
7.6778636,3.1415627,1,31,961,0,159,1980
7.4593387,3.1201599,1,32,1024,0,159,1981
7.6778636,3.2468801,1,33,1089,0,159,1982
7.5806999,3.2939832,2,34,1156,0,159,1983
7.5806999,3.3672957,2,35,1225,0,159,1984
7.7106533,3.3243163,2,36,1296,0,159,1985
7.6128311,3.3156395,2,37,1369,0,159,1986
7.8038435,3.1797192,2,38,1444,0,159,1987
7.7306142,3.3981929,2,39,1521,0,159,1988
7.6824822,2.7498317,0,27,729,0,160,1979
7.6088705,2.7317667,0,28,784,0,160,1980
7.5857887,2.7212954,0,29,841,0,160,1981
7.6197243,2.7555697,0,30,900,0,160,1982
7.4685135,2.9069011,0,31,961,0,160,1983
7.4633632,2.8478122,1,32,1024,0,160,1984
7.6396422,2.7271991,1,33,1089,0,160,1985
7.7111011,2.7285063,1,34,1156,0,160,1986
7.5616417,2.7504709,1,35,1225,0,160,1987
7.5548587,2.7880929,1,36,1296,0,160,1988
7.9284062,2.3105533,0,29,841,0,161,1979
7.8240461,2.3446863,0,30,900,0,161,1980
7.7727528,2.1282318,0,31,961,0,161,1981
7.9922686,1.8748744,0,32,1024,0,161,1982
7.9193563,1.9459101,0,33,1089,0,161,1983
7.8200378,1.9796212,0,34,1156,0,161,1984
7.7209053,2.1894164,0,35,1225,0,161,1985
7.8240461,2.1065702,0,36,1296,0,161,1986
7.8200378,2.221375,0,37,1369,0,161,1987
7.7186856,2.285439,0,38,1444,0,161,1988
7.7540526,2.5900171,2,30,900,0,162,1979
7.8087292,2.6034303,2,31,961,0,162,1980
7.6704288,2.6004651,2,32,1024,0,162,1981
7.972466,2.5533438,2,33,1089,0,162,1982
8.1040993,2.4544475,2,34,1156,0,162,1983
7.9820747,2.5463152,3,35,1225,0,162,1984
7.9515595,2.4406064,3,36,1296,0,162,1985
7.7336836,2.6837575,3,37,1369,0,162,1986
7.9710855,2.6224923,3,38,1444,0,162,1987
7.8601851,3.2676661,3,39,1521,0,162,1988
7.6207051,1.9065752,1,32,1024,0,163,1979
7.5989003,2.2267835,1,33,1089,0,163,1980
7.622664,2.3174736,1,34,1156,0,163,1981
7.622664,2.3915114,1,35,1225,0,163,1982
7.6401234,2.447551,1,36,1296,0,163,1983
7.6515956,2.4510052,1,37,1369,0,163,1984
7.6420445,2.5305171,1,38,1444,0,163,1985
7.7604671,2.4256873,1,39,1521,0,163,1986
7.8383431,2.6261168,1,40,1600,0,163,1987
7.8383431,2.5997224,0,41,1681,0,163,1988
7.6778636,3.228826,1,36,1296,0,164,1979
7.9072838,3.3799739,2,37,1369,0,164,1980
7.6902862,3.0955777,2,38,1444,0,164,1981
7.7894545,3.2280338,2,39,1521,0,164,1982
7.7873821,3.0291672,1,40,1600,0,164,1983
7.6939373,3.2999027,1,41,1681,0,164,1984
7.6893711,3.1784704,1,42,1764,0,164,1985
7.7790484,3.1441524,1,43,1849,0,164,1986
7.673223,3.2172744,1,44,1936,0,164,1987
7.6439619,3.3586378,1,45,2025,0,164,1988
7.7719102,2.5556757,3,39,1521,0,165,1979
7.7579064,2.725235,3,40,1600,0,165,1980
7.6820216,2.6837575,3,41,1681,0,165,1981
7.5791678,2.693275,3,42,1764,0,165,1982
7.5240216,2.7376089,3,43,1849,0,165,1983
7.4877338,2.7133694,3,44,1936,0,165,1984
7.4471684,2.7127061,3,45,2025,0,165,1985
7.4163785,2.839663,3,46,2116,0,165,1986
7.4736371,2.7874773,3,47,2209,0,165,1987
7.41998,2.6686161,3,48,2304,0,165,1988
7.6477861,2.4051416,3,33,1089,0,166,1979
7.7536235,2.464704,3,34,1156,0,166,1980
7.551712,2.5297208,3,35,1225,0,166,1981
7.59589,2.4981518,3,36,1296,0,166,1982
7.5908523,2.4874034,3,37,1369,0,166,1983
7.6207051,2.4672518,3,38,1444,0,166,1984
7.8720741,2.4570215,3,39,1521,1,166,1985
7.7997532,2.4132316,3,40,1600,0,166,1986
8.0478296,2.5726123,3,41,1681,0,166,1987
7.7931743,2.5649493,3,42,1764,0,166,1988
7.5600805,2.5748997,2,44,1936,0,167,1979
7.6666903,2.738256,2,45,2025,0,167,1980
7.5496092,2.5344901,1,46,2116,0,167,1981
7.5590382,2.4973292,1,47,2209,0,167,1982
7.495542,2.3214068,1,48,2304,0,167,1983
7.5806999,2.3924258,1,49,2401,0,167,1984
7.495542,2.3693087,0,50,2500,0,167,1985
7.5390272,2.3398809,0,51,2601,0,167,1986
7.5283318,2.6720777,0,52,2704,0,167,1987
7.5390272,2.2985771,0,53,2809,0,167,1988
7.3562799,3.1599748,3,41,1681,0,168,1979
7.9515595,3.2976871,3,43,1849,0,168,1980
7.7124438,3.2272408,3,44,1936,0,168,1981
7.8184304,3.0238338,2,44,1936,0,168,1982
7.6975756,3.0864866,2,45,2025,0,168,1983
7.2004247,3.7157648,2,47,2209,0,168,1984
6.9469762,3.2880287,2,48,2304,0,168,1985
7.7756958,3.1250045,1,49,2401,0,168,1986
7.448916,3.4852321,1,50,2500,0,168,1987
7.4809923,3.6224725,0,50,2500,0,168,1988
7.7748556,2.270062,1,29,841,0,169,1979
7.8160138,2.3446863,1,31,961,0,169,1980
8.1065149,2.3513753,2,31,961,0,169,1981
7.7493224,2.2659211,2,32,1024,0,169,1982
7.7894545,2.3933394,2,33,1089,0,169,1983
7.7253299,2.4248028,2,34,1156,0,169,1984
7.9287663,1.9810015,2,35,1225,0,169,1985
7.9337969,2.1114247,2,36,1296,0,169,1986
8.0671492,2.1983352,2,37,1369,0,169,1987
7.8980398,2.3398809,2,38,1444,0,169,1988
7.6009026,1.6992786,0,24,576,1,170,1979
7.5147996,1.6882491,1,25,625,1,170,1980
7.5432734,1.6311995,1,26,676,1,170,1981
7.616776,1.8609746,2,27,729,1,170,1982
6.4769726,1.9183921,2,28,784,1,170,1983
7.3901815,1.7595806,2,29,841,1,170,1984
7.7306142,1.838961,2,30,900,1,170,1985
7.6088705,1.9878744,2,31,961,1,170,1986
7.7106533,2.1329823,2,32,1024,1,170,1987
7.8407063,1.5040774,2,33,1089,1,170,1988
7.8018003,2.179287,0,24,576,0,171,1979
7.9373746,2.184927,0,25,625,0,171,1980
7.8935719,2.2082744,1,26,676,0,171,1981
7.7501841,2.5533438,1,27,729,0,171,1982
7.9585767,2.6810215,1,28,784,0,171,1983
7.8826923,2.294553,1,29,841,0,171,1984
7.9697037,2.5664866,1,30,900,0,171,1985
7.8139958,2.6713862,1,31,961,0,171,1986
7.9193563,2.6789646,1,32,1024,0,171,1987
7.922986,2.6686161,1,33,1089,0,171,1988
7.7450027,2.225704,3,34,1156,0,172,1979
7.5806999,2.285439,3,35,1225,0,172,1980
7.6009026,2.2533948,3,36,1296,0,172,1981
7.6572828,2.2884862,3,37,1369,0,172,1982
7.6778636,2.3253245,3,38,1444,0,172,1983
7.7977018,2.3767645,3,39,1521,0,172,1984
7.6879973,2.3850863,3,40,1600,0,172,1985
7.6401234,2.4078455,3,41,1681,0,172,1986
7.7710671,2.4362414,3,42,1764,0,172,1987
7.7630215,2.4344902,3,43,1849,0,172,1988
7.8551569,3.5166073,2,31,961,0,173,1979
7.7406645,3.5490425,2,32,1024,0,173,1980
7.7621708,3.8649313,3,33,1089,0,173,1981
7.7748556,3.1415627,3,34,1156,0,173,1982
7.6736879,3.2969475,3,35,1225,0,173,1983
7.7748556,3.462606,3,36,1296,0,173,1984
7.7630215,3.2596338,3,37,1369,0,173,1985
7.8240461,3.2902658,3,38,1444,0,173,1986
7.5600805,3.5851843,3,39,1521,0,173,1987
7.8038435,3.5851843,3,40,1600,0,173,1988
7.6591716,3.1859393,2,42,1764,0,174,1979
7.9010072,3.1415627,1,44,1936,0,174,1980
8.2337685,3.2248578,1,45,2025,0,174,1981
8.254529,3.2248578,1,46,2116,0,174,1982
8.149024,3.2580965,1,46,2116,0,174,1983
7.8196363,3.2623184,1,47,2209,0,174,1984
8.0693426,3.2256527,1,48,2304,1,174,1985
8.2746124,3.2607851,1,49,2401,0,174,1986
8.0786886,3.017983,1,51,2601,1,174,1987
7.8208408,3.2076125,0,52,2704,1,174,1988
7.9395151,3.3830333,0,50,2500,0,175,1979
7.7927618,3.3530569,0,51,2601,0,175,1980
7.6496925,3.1990812,0,52,2704,0,175,1981
7.9398718,3.2212729,0,53,2809,0,175,1982
7.6415644,3.2164729,0,54,2916,0,175,1983
7.8038435,3.2164729,0,55,3025,0,175,1984
7.5137091,3.1077209,0,56,3136,0,175,1985
7.8497138,3.1726224,0,57,3249,0,175,1986
7.7510452,3.1978564,0,58,3364,0,175,1987
7.6643467,3.1467352,0,59,3481,1,175,1988
8.1605186,1.9960599,4,47,2209,0,176,1979
7.6401234,1.8213183,4,47,2209,0,176,1980
7.5806999,1.7227666,3,48,2304,0,176,1981
7.5806999,1.7833912,3,50,2500,0,176,1982
7.4471684,1.8050047,3,51,2601,1,176,1983
7.5304799,1.8718022,2,52,2704,1,176,1984
7.5600805,1.7191888,1,53,2809,1,176,1985
7.5600805,1.6292405,1,54,2916,1,176,1986
7.0457764,1.8325814,1,55,3025,1,176,1987
7.6177597,2.1198635,1,56,3136,1,176,1988
8.1496019,2.7719636,2,36,1296,0,177,1979
8.0196133,2.8332133,2,37,1369,0,177,1980
8.0113554,2.7587433,2,38,1444,0,177,1981
8.0063677,2.9590683,2,39,1521,0,177,1982
7.9759083,2.5634096,2,40,1600,0,177,1983
8.140316,3.0596457,2,42,1764,0,177,1984
8.149024,3.2604015,2,43,1849,0,177,1985
8.0023594,2.783776,2,43,1849,0,177,1986
8.0864105,2.9460168,2,44,1936,0,177,1987
8.0519781,2.8512843,2,45,2025,0,177,1988
7.6615272,2.5423892,3,37,1369,0,178,1979
7.6207051,2.5756609,3,38,1444,0,178,1980
7.6530204,2.6361961,3,39,1521,0,178,1981
7.698483,2.693275,3,40,1600,0,178,1982
7.6420445,2.6727684,3,41,1681,0,178,1983
7.5786567,1.9810015,3,42,1764,0,178,1984
7.6591716,1.9657128,3,43,1849,0,178,1985
7.6496925,1.9271641,3,44,1936,0,178,1986
7.6750817,2.0014801,2,45,2025,0,178,1987
7.3951077,1.9459101,1,46,2116,0,178,1988
7.6009026,2.3767645,1,31,961,1,179,1979
7.106606,2.3223877,1,32,1024,1,179,1980
7.6563373,2.3905959,1,33,1089,1,179,1981
8.0036974,2.5486636,1,34,1156,1,179,1982
6.9469762,2.5687881,1,35,1225,1,179,1983
7.58883,2.5695541,1,36,1296,1,179,1984
7.6128311,2.7199788,1,37,1369,1,179,1985
7.3158836,2.6844404,1,38,1444,1,179,1986
7.3677087,2.6532419,1,39,1521,1,179,1987
7.6207051,2.65886,1,40,1600,1,179,1988
7.8536048,2.4612968,2,28,784,0,180,1979
7.852828,2.4300983,2,29,841,0,180,1980
7.7672639,2.3924258,2,30,900,0,180,1981
7.8430638,2.8290873,2,31,961,0,180,1982
7.8785343,2.8507066,2,32,1024,0,180,1983
7.9655457,2.4388628,2,32,1024,0,180,1984
8.0063677,2.9150643,2,34,1156,0,180,1985
8.1196966,2.9569914,2,35,1225,0,180,1986
7.9655457,3.0540013,2,36,1296,0,180,1987
7.8785343,2.7638001,2,37,1369,0,180,1988
7.3395376,2.8237569,0,25,625,0,181,1979
7.986165,2.8332133,0,26,676,0,181,1980
8.0063677,2.8825636,1,27,729,0,181,1981
8.0864105,2.7966714,1,28,784,0,181,1982
8.0824022,2.5595503,2,29,841,0,181,1983
7.6187425,2.8564701,2,30,900,0,181,1984
8.3744764,3.1463051,2,30,900,0,181,1985
8.1803207,3.1081676,3,32,1024,0,181,1986
8.3914032,3.2688081,4,33,1089,0,181,1987
8.2508812,3.3010087,4,34,1156,0,181,1988
8.0959034,2.9806187,2,39,1521,0,182,1979
7.922986,2.9611409,2,40,1600,0,182,1980
7.9606724,3.1701057,1,41,1681,0,182,1981
7.5704432,2.7905514,1,42,1764,0,182,1982
7.8709297,2.7954504,0,43,1849,0,182,1983
8.1582298,2.7133694,0,44,1936,0,182,1984
7.5847731,2.7491922,0,45,2025,0,182,1985
